name ,main_category ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
"The Hug Project, loungewear with a mission",Fashion,12/11/2016 13:16,15000,13/10/2016 13:16,448,failed,7,FR,119.3502049
A 3000 Mile Total Solar Eclipse Block Party in the USA,Film & Video,30/03/2016 14:18,120000,29/02/2016 14:18,87,failed,5,US,87
Charis Lambs- Simplifying Bible Truths for Children,Publishing,15/10/2014 05:06,20000,15/09/2014 05:06,3110,failed,17,US,3110
Weird Dancer,Dance,11/10/2014 06:00,50000,05/09/2014 18:52,1045,failed,3,US,1045
Bigass Bass.,Crafts,02/01/2016 20:31,250,18/11/2015 20:31,473,successful,12,US,473
Gray Matter,Film & Video,21/01/2012 18:01,9500,27/11/2011 18:01,10600,successful,128,US,10600
What Is The Color Of Your Heart?,Film & Video,29/07/2010 18:00,8888,30/05/2010 06:40,710.76,failed,13,US,710.76
Cloud - camera cover for your laptop,Design,08/11/2015 17:31,1000,29/09/2015 17:31,658,failed,51,CA,493.643036
KULCHA CARRIERS,Music,04/12/2015 23:00,11000,05/11/2015 06:16,100,failed,1,US,100
The Pinch: An easy way to conserve up to 35% of energy use,Technology,20/09/2013 20:45,50000,21/08/2013 20:45,3208,failed,18,US,3208
THE ULTIMATE PIZZ-ACO!!,Food,05/11/2014 19:55,19,06/10/2014 19:55,1,failed,1,US,1
The MAXIS 360 - Quickest & Easiest Camera Mount on Earth!,Design,24/06/2012 07:59,45000,27/05/2012 06:12,9780,failed,204,US,9780
SURVIVE THE DEAD (Canceled),Games,07/07/2013 18:02,55000,07/06/2013 18:02,1225,canceled,13,US,1225
Growing Trees From Seed: An Adventurous Web-Series!,Film & Video,09/10/2013 21:50,1200,09/09/2013 21:50,81,failed,4,CA,77.81899311
Nude Barre: Reinventing Underwear,Fashion,17/09/2011 16:48,1500,07/09/2011 16:48,1965,successful,34,US,1965
7Hills Distillery LLC Cincinnati Artisanal Spirits,Food,14/12/2014 05:59,45000,16/10/2014 20:35,807,canceled,10,US,807
GripGraphs ebook - visual material on government & politics,Publishing,04/06/2015 02:43,8000,01/05/2015 02:43,1690,failed,25,US,1690
The Modern Alpha Magazine,Publishing,07/11/2016 07:54,5000,08/09/2016 07:54,0,failed,0,GB,0
Weston Fringe Festival,Art,19/01/2013 20:20,21000,10/12/2012 20:20,151,failed,2,GB,242.423853
FAKKU x Toshio Maeda: Legend of the Overfiend,Comics,20/07/2016 01:47,47000,20/06/2016 01:47,60021,successful,499,US,45502
The Pen island Game,Games,08/06/2016 06:59,8000,11/05/2016 17:02,8292.01,successful,132,US,8292.01
Killer Ink: film featuring Peter Mayhew aka Chewbacca,Film & Video,16/09/2010 01:00,10000,29/07/2010 02:28,20,failed,1,US,20
The journey,Music,11/09/2014 23:53,7500,04/08/2014 23:53,0,failed,0,AU,0
SLAVES TO THE PAVEMENT IS GONNA HAVE AN ALBUM FINALLY?! RLY?,Music,13/01/2012 01:03,600,14/12/2011 01:03,649,successful,12,US,649
Celestial Gateway,Games,13/11/2014 18:19,1500,14/10/2014 18:19,125,failed,3,GB,201.4936325
Sanctuarium,Film & Video,25/02/2012 05:00,750,03/02/2012 02:22,860,successful,23,US,860
Contour Playing Cards (Canceled),Games,12/09/2015 22:00,10000,13/08/2015 22:00,1283,canceled,62,US,1283
"""MyMix"" live audio app. No more bad audio at any event.",Technology,01/07/2016 04:00,125000,26/05/2016 08:41,20,failed,1,US,20
Brukim Sindaun: Human Trafficking in Papua New Guinea,Film & Video,15/09/2012 10:40,5000,17/07/2012 10:40,175,failed,6,US,175
The Pallet Project,Crafts,06/03/2015 05:59,50000,05/02/2015 02:06,2,failed,2,US,2
Let's Get Our Store Opened!,Food,02/08/2013 07:00,15000,03/07/2013 07:00,6730,failed,31,US,6730
Medusa Playing Cards Deck,Games,28/10/2012 19:56,15000,28/09/2012 20:56,18789,successful,829,US,18789
Pole & Me : The most comfortable active wear in the world!,Fashion,31/01/2016 23:59,10000,13/12/2015 23:58,10278,successful,153,FR,11298.6276
Pretzel's First Bath- A Children's Book of Dog Grooming,Publishing,13/06/2015 23:45,2700,14/05/2015 23:45,455,failed,11,US,455
Grace Love Music Video,Music,09/02/2011 00:01,500,10/01/2011 00:01,700,successful,22,US,700
A New Mike Brun Album,Music,24/06/2016 07:00,6500,17/05/2016 22:47,7490,successful,90,US,7490
INTA:LECT's Global Album Release,Music,15/06/2014 03:50,10000,16/05/2014 03:50,25,failed,1,US,25
Printing Journey to an Untamed Land,Publishing,30/01/2014 15:30,4800,31/12/2013 15:30,1292,failed,30,US,1292
Stand Up and Stand Out,Publishing,06/08/2012 19:21,10000,07/07/2012 19:21,10016,successful,99,US,10016
"""Skid Markz"" Community based TV show homed in U.K ran by you",Film & Video,13/08/2015 13:06,1000000,14/07/2015 13:06,0,failed,0,GB,0
Stretchys - Chainmail for everyone!,Fashion,26/03/2014 20:03,7500,24/02/2014 21:03,706,failed,39,US,706
Mark Twain Day By Day Vol. IV (1905-1910),Publishing,17/02/2012 19:53,10000,18/01/2012 19:53,15,failed,2,US,15
"PMF Accidental Fur: Wild Animals, Sustainable Fashion",Fashion,10/05/2016 02:51,10000,10/04/2016 02:51,2820,canceled,18,US,2820
"Funding Fan Expo Canada 2016 ""Alice dans la Lune"" artist",Art,12/05/2016 02:56,650,12/04/2016 02:56,113,failed,6,CA,87.01062263
Be @Tranquility with the taste and flavors of the Caribbean,Food,30/10/2013 22:17,85000,15/09/2013 23:17,375,failed,4,US,375
Florida Local Feature Film - Sid (Sid Sid Sid Sid),Film & Video,02/04/2015 08:39,500,01/02/2015 08:39,0,failed,0,US,0
Uini Research and The House of Dimensions,Film & Video,15/12/2015 18:17,70000,15/11/2015 18:17,0,failed,0,US,0
"Connecting People, Cultures and Countries Through Art.",Art,04/12/2015 01:50,300,04/11/2015 01:50,325,successful,9,US,325
GotTheLight?,Design,08/07/2015 18:53,5000,08/06/2015 18:53,0,failed,0,US,0
Protocols,Theater,06/09/2015 15:47,2000,11/08/2015 21:46,2015,successful,21,GB,3120.504119
Flowsee Magazine,Publishing,12/01/2013 14:43,25000,13/12/2012 14:43,8188.11,failed,62,US,8188.11
"Report to the Rebbe ??""?",Technology,28/09/2015 08:24,13500,28/08/2015 01:51,13603,successful,26,US,13603
Saint Graphic Novel,Comics,30/09/2012 21:39,20000,31/08/2012 21:39,5,failed,1,US,5
Hero Happy Hour: On The Rocks - Graphic Novel,Comics,01/10/2014 06:00,6600,01/09/2014 06:00,6850.5,successful,195,US,6850.5
Four Moons Farm and Garden Greenhouse,Food,07/01/2014 00:17,6800,13/12/2013 00:17,2910,failed,36,US,2910
APOTHECIA,Comics,16/06/2014 20:02,3000,02/06/2014 20:02,5994,successful,239,US,5994
Expanding Buzy Bee Art Shop,Art,28/02/2014 17:42,20000,30/12/2013 22:07,10,failed,1,US,10
Jack Ronin 2014 European Tour to End Racism,Music,26/07/2014 09:30,70000,18/07/2014 09:30,0,failed,0,US,0
"""Backstage"" the Musical: Production/Cast Recording!",Theater,01/01/2013 05:59,400,14/12/2012 00:28,817,successful,24,US,817
Towel Shorts and Skirts (Canceled),Fashion,30/05/2014 17:02,25000,30/04/2014 17:02,1215,canceled,23,US,1215
Building youth resilience with horse based physical activity,Publishing,31/05/2015 18:50,8000,01/05/2015 18:50,110,failed,2,CA,91.4502347
"Collin Shook's Debut Jazz Album ""Not Quite Up There Y.E.T""",Music,04/07/2011 21:59,1500,29/05/2011 00:54,325,failed,10,US,325
UK Fish & Chips Blog,Food,11/09/2014 23:36,22,08/09/2014 23:36,1335.7,successful,143,US,1335.7
The Story of Orakav Deathheart,Publishing,29/07/2015 13:19,5000,29/06/2015 13:19,25,failed,1,US,25
Perro Gringo - Gringo Dog Hotdog & Sandwich Shop,Food,27/08/2014 21:24,25000,28/07/2014 21:24,0,failed,0,US,0
Hot Mod 800 - Hot Rodded Valve Distortion Effect Pedal,Technology,06/11/2013 19:27,3500,07/10/2013 19:27,7518,successful,54,US,7518
MALALA Theatre Projects,Theater,08/05/2015 16:09,1500,15/03/2015 16:32,1522,successful,15,GB,2243.977229
"Uncle Pizza Productions presents ""Waiting for Wiig""",Film & Video,01/05/2016 18:00,5000,01/04/2016 18:00,8395,successful,119,US,8395
Treefinger Productions,Theater,09/06/2016 00:00,50000,20/04/2016 00:00,0,failed,0,US,0
Et Tu? The Murder Mystery Evening Generator,Games,10/01/2013 23:59,8000,13/12/2012 23:59,8357.07,successful,408,GB,13467.06823
SINK - A Horror Short Film,Film & Video,04/07/2012 07:00,1300,12/06/2012 03:55,1315,successful,15,US,1315
Visual Art for an upcoming festival! (Canceled),Art,16/06/2012 01:07,3000,22/05/2012 01:11,25,canceled,1,US,25
Shugga Wuggas Farm (Canceled),Food,02/02/2015 04:29,5000,04/12/2014 04:29,1,canceled,1,US,1
Publisher Editor for my novel,Publishing,01/12/2013 00:21,3500,31/10/2013 17:53,5,failed,1,US,5
Of Places and People: A San Francisco Experience,Photography,15/02/2015 16:29,4000,13/01/2015 16:29,6614,successful,145,US,6614
Assist Sublimation Pressworks in publishing a poetry book!,Publishing,19/12/2010 14:54,1000,19/11/2010 14:54,590,failed,18,US,590
Kickstart Senior Discount's Kickstarter Donation,Film & Video,13/07/2014 03:00,1000,27/06/2014 20:01,0,failed,0,US,0
Flashes: a novel by R. J. Weber,Publishing,12/03/2015 09:51,3000,10/02/2015 10:51,0,undefined,0,"N,""0",
It Could Be Magic!,Publishing,15/12/2012 02:26,3000,15/11/2012 02:26,35,failed,2,US,35
Underground Art Preserving Life Along the US & Mexico Border,Design,02/06/2015 08:59,2000,11/05/2015 23:58,325,failed,4,US,325
The Gift,Film & Video,10/05/2014 08:59,4500,29/04/2014 03:14,4560,successful,27,US,4560
"The Last Prayer Of The Dying, 5E (5th ed) adventure module",Games,13/09/2015 00:37,350,14/08/2015 00:37,1252,successful,166,GB,1947.671121
"""Ghost Ride""-the trailer",Film & Video,21/06/2010 20:21,5000,11/05/2010 19:26,300,failed,3,US,300
"Little Italy on Wheels, Gourmet Food Truck",Food,07/11/2012 14:18,19000,08/10/2012 14:18,715,failed,6,US,715
INGATHER: Stories of Chicago Chefs' Favorite Farmers (Canceled),Photography,18/07/2010 00:56,15000,10/06/2010 16:46,3495,canceled,26,US,3495
Insanely Great President: Transforming the world one country,Publishing,15/02/2015 18:00,1000,16/01/2015 18:00,0,failed,0,US,0
The Complete Artist: How to Succeed in the Creative Industry,Publishing,04/01/2014 18:01,17800,25/11/2013 18:01,8716,failed,102,CA,8287.660547
Michael Cepress | 2013 Collection,Fashion,08/02/2013 23:14,50000,18/01/2013 23:14,52210,successful,539,US,52210
"Greyscale Goods: beyond labels, just goods.",Fashion,01/11/2014 07:59,25000,01/10/2014 09:02,27529.55,successful,476,US,27529.55
BikeClip,Design,19/12/2016 00:00,20000,16/11/2016 11:29,21162,live,84,NL,8031.606134
My Life Before I Decided To Commit Suicide,Publishing,22/11/2013 23:43,3000,23/10/2013 23:43,345,failed,14,US,345
Coin  Pouch,Design,17/04/2014 01:21,500,02/04/2014 01:21,500,successful,5,US,500
GBS Detroit Presents Raven Love (Canceled),Music,20/09/2013 05:59,1200,06/09/2013 05:10,281,canceled,10,US,281
Rock'n Green Human Powered Electric Guitar,Design,10/10/2011 01:05,75000,31/08/2011 01:05,1,failed,1,US,1
Rape Culture in India,Film & Video,05/04/2014 22:07,900,06/03/2014 22:07,1010,successful,11,US,1010
Godly Acts : A Fine Art Series,Art,12/08/2012 01:41,15000,13/07/2012 01:41,3040,failed,37,US,3040
The Peachy Printer - The First $100 3D Printer & Scanner!,Technology,20/10/2013 23:21,50000,20/09/2013 23:21,651091.16,successful,4420,CA,636502.525
Shit Happens // Season 2 (Canceled),Film & Video,25/03/2016 01:35,1500,25/02/2016 02:36,20,canceled,1,US,20
Doctor Strange - Sizzle Reel - Pitch for Development,Film & Video,22/05/2013 17:38,10000,01/05/2013 17:38,36,failed,3,US,36
Stare at the Clouds (Canceled),Art,12/02/2012 06:07,6000,14/12/2011 06:07,1,canceled,1,US,1
"""Wait 2 Die"" - FIRE DOG 7"" and CD * 21st Century Rocknroll!!",Music,02/02/2011 19:02,1000,07/01/2011 21:57,1098,successful,33,US,1098
"rClock: An affordable, useful robot alarm clock (Canceled)",Technology,14/11/2014 20:04,30000,05/10/2014 20:04,4199,canceled,15,AU,3642.720217
Dominoes,Film & Video,21/08/2014 03:25,10,06/08/2014 03:25,20,successful,6,CA,18.311983
Prophet - The Game,Games,05/09/2015 00:06,500000,06/08/2015 00:06,450,failed,2,SE,52.0148115
"Goat Cheese for Southern Maine, New Hampshire and Beyond!",Food,08/08/2013 02:46,15000,09/07/2013 02:46,15280,successful,137,US,15280
"To Record ""Proof Of Erdˆs""",Music,06/08/2013 03:00,2000,09/07/2013 22:45,3013,successful,66,US,3013
Balloon,Film & Video,08/08/2014 00:41,800,09/07/2014 00:41,1020,undefined,0,"N,""0",
MRSter.com / For LGBT & straight couples planning a wedding,Publishing,08/07/2015 20:20,11400,03/06/2015 20:20,12025,successful,67,US,12025
The Wild Scotsman Project,Film & Video,15/08/2013 01:02,25000,16/07/2013 01:02,1015,failed,13,US,1015
words and music - an album by matt yaki,Music,06/06/2013 08:59,10000,08/05/2013 02:43,4696,failed,39,US,4696
"Daddy Jack's ""A Taste of New Orleans"" Premium Chicory Coffee",Food,05/04/2014 14:35,25000,19/02/2014 14:35,1730,failed,22,US,1730
"Threadbare, Brother's Musical Endeavor!",Music,14/03/2011 21:01,1200,28/01/2011 22:01,1229,successful,34,US,1229
Bela Bartok's Mikrokosmos for Classical Guitar,Music,23/08/2015 19:20,2932,24/06/2015 19:20,854,failed,15,US,854
"Switch Aero System: One Bike, Two Rides",Design,04/07/2013 05:59,20000,03/06/2013 04:37,49563,successful,277,US,49563
Roots 4 Good,Food,26/04/2013 00:34,1000,25/02/2013 00:34,183,failed,7,US,183
RepRap Self-Replicating 3D Printer: Fuel The Revolution,Design,24/11/2011 19:28,1250,25/10/2011 19:28,2361.01,successful,7,US,2361.01
ZtoZ,Games,17/11/2014 21:00,5000,13/10/2014 23:53,1123,failed,76,US,1123
JobMap,Technology,06/05/2016 17:58,60000,07/03/2016 17:58,4,failed,2,US,4
Aviary Review: Literary & Arts Journal,Publishing,17/03/2014 07:29,8000,15/02/2014 08:29,1410,failed,21,US,1410
Those Guys Tour America! (Canceled),Music,05/11/2011 16:26,10000,30/09/2011 17:26,30,canceled,2,US,30
Z-Torque Bicycle Cranks - Ride    Faster ! Longer ! Easier !,Design,16/10/2012 01:35,50000,16/09/2012 01:35,2455,failed,46,US,2455
YWHW ON BROADWAY (Canceled),Theater,23/08/2011 02:37,7500,25/05/2011 02:37,0,canceled,0,US,0
"Bsteady Car Mount by Bhold - Any Phone, Any Car",Design,30/10/2015 05:15,5000,29/09/2015 07:38,10061,successful,265,US,10061
Blues Biography Elmore James,Film & Video,30/06/2016 02:06,450,31/05/2016 02:06,1,failed,1,CA,0.76786869
Shelly Crane's Significance coming to the big screen!,Film & Video,05/03/2013 01:00,50000,28/01/2013 23:23,17633,canceled,98,US,17633
NeNe's Sweets Mobile Treats,Food,26/04/2016 07:44,6000,27/03/2016 07:44,176,failed,5,US,176
"An amazing business lathe woodworking plan. Bowls, pins, ect",Art,14/10/2016 07:45,2000,15/09/2016 07:35,151,failed,4,US,0
Piece of Greece (Canceled),Art,31/05/2016 17:31,15000,16/04/2016 17:31,0,canceled,0,GB,0
The Green Machine Experiment,Film & Video,08/05/2011 00:28,50000,08/04/2011 00:28,570,failed,4,US,570
The Broken Few,Film & Video,22/05/2015 23:41,20000,22/04/2015 23:41,605,failed,14,US,605
A Transsexual wife and Husband's Dream (Canceled),Film & Video,07/03/2015 23:59,500,05/02/2015 23:59,0,canceled,0,US,0
Functional Steampunk Hat with Bluetooth Speakers Project,Fashion,07/12/2014 21:31,1250,02/12/2014 21:31,0,failed,0,US,0
Operation Cosmic Jemima,Film & Video,22/06/2013 01:38,500,08/06/2013 01:38,528.17,successful,15,US,528.17
"Rose Windows LP ""The Sun Dogs"" is almost finished!!",Music,19/05/2012 21:54,2000,04/05/2012 01:54,2773,successful,60,US,2773
HOT DANG! Help fund our debut album!!,Music,30/03/2015 09:00,850,04/02/2015 20:13,1021,successful,30,US,1021
Without Musicians,Journalism,27/05/2016 13:54,200,27/04/2016 13:54,1,failed,1,IT,1.12734361
REAL - A Guide for Living - more than just a meditation app,Technology,02/12/2015 13:00,20000,28/10/2015 20:35,20151,successful,200,GB,30937.66405
Grassfed Lamb,Food,17/11/2016 14:46,10000,18/10/2016 14:46,3,failed,2,US,0
The Q-The Queer App Vision Fundraiser,Design,10/05/2015 23:52,40000,10/04/2015 23:52,60,failed,2,US,60
Long island city new york art book (Canceled),Photography,07/11/2013 23:16,10000000,08/10/2013 23:16,0,canceled,0,US,0
A Feast For Your Senses With Saavy Naturals,Design,26/08/2016 00:57,25000,11/08/2016 00:57,424,failed,13,US,84
Opinions are OVERRATED,Fashion,14/11/2014 15:22,10000,15/10/2014 15:22,50,failed,2,US,50
#ROCKTHEVALLEY,Film & Video,20/11/2015 17:26,3000,21/09/2015 17:26,0,undefined,0,"N,""0",
TAHAANGA: The Fastest Drying Shirt on Earth,Fashion,06/12/2014 14:59,30000,06/11/2014 14:59,31122,successful,146,US,31122
Earthworm von Doom: Merch Pre-Order!,Music,23/12/2016 03:11,500,31/10/2016 21:30,0,live,0,US,0
Cycle Weather,Design,14/09/2015 01:06,35000,15/08/2015 01:06,615,failed,18,DK,91.7839653
The Magic of Romance,Publishing,17/04/2015 14:56,23000,28/03/2015 13:56,0,failed,0,US,0
DOONUTZ be Hungry of Fun !,Games,24/12/2016 22:22,50000,23/11/2016 00:29,482,live,11,FR,0
"THEMATIX, the new generation in word games",Games,09/03/2016 22:05,1000,24/02/2016 22:05,1070,successful,27,CA,779.6486948
Witch Way Home,Publishing,07/09/2015 22:51,2000,08/08/2015 22:51,150,failed,2,US,150
Breaker's End: A Graphic Novel,Comics,21/08/2013 18:10,5000,22/07/2013 18:10,1216,failed,60,GB,1856.207997
The Tale of Perdita,Film & Video,23/05/2013 07:07,5000,23/04/2013 07:07,1765,failed,34,US,1765
Finally! An Amazing Chai Latte In Your Dairy Aisle.,Food,11/06/2013 15:41,36000,12/05/2013 15:41,5032,failed,65,US,5032
Inside the Mind of Ana (Canceled),Film & Video,06/04/2015 02:42,1000000,05/02/2015 02:42,0,canceled,0,US,0
"Painting with Purpose IV, a mural project",Art,12/02/2015 19:48,1300,16/01/2015 19:48,1410,successful,20,US,1410
The America Poems,Publishing,19/05/2013 15:11,500,19/04/2013 15:11,650,successful,29,US,650
We Did It For You! - Women's Journey Through History,Theater,28/11/2011 03:04,21000,19/10/2011 03:04,545,failed,3,US,545
Violetta's Last Tango,Music,01/12/2013 19:05,5000,24/10/2013 21:30,135,failed,2,GB,219.2986022
Regrowth T Shirts & Art,Fashion,11/07/2012 21:59,3000,11/06/2012 21:59,3050,successful,33,US,3050
DOUBLE RAINBOW - What Did It Mean?,Film & Video,16/04/2014 11:33,88000,14/03/2014 10:33,2614,failed,47,CA,2354.229594
Rockabilly Valley Festival Septembre 2017 - Brussels Kart,Music,23/04/2016 08:26,15000,25/02/2016 17:38,0,failed,0,BE,0
REMEN ìHis Standardsî - Premium Men's Accessories,Design,09/12/2016 20:07,2000,07/11/2016 15:59,1973,live,24,US,658
La crËme de la crËme,Comics,24/11/2015 03:48,1500,10/10/2015 03:48,0,failed,0,FR,0
Blug,Film & Video,05/07/2013 15:54,9999,08/06/2013 04:40,0,failed,0,US,0
THOMPSONIA! Eric & Suzy's first recording with Allegra!,Music,24/02/2015 08:59,12000,09/01/2015 04:05,12823,successful,203,US,12823
Caribbean Pizza Funding Campaign,Food,13/01/2017 21:39,25000,14/11/2016 21:39,0,live,0,GB,0
Be Our Record Label! Back The New Album by The Blue News,Music,26/05/2013 00:05,15000,26/04/2013 00:05,206,canceled,5,US,206
Zazu Wallet: Grocery Coupons on Autopilot,Technology,07/05/2015 05:53,75000,23/03/2015 04:53,448,failed,16,US,448
Completion of the 'Gallery of Kisses' Barcelona,Art,26/05/2016 23:00,5000,26/04/2016 23:00,120,failed,2,ES,134.9066448
"The next best selling novel, ""The Elves of Aleanrahel.""",Publishing,28/07/2012 02:49,15000,28/06/2012 02:49,40,failed,1,US,40
"Liberty Falls, 54321",Theater,12/11/2015 03:31,15000,13/10/2015 16:50,16465,successful,165,US,16465
Idyll - Psychological Horror/Thriller,Film & Video,19/11/2014 01:41,400,05/11/2014 01:41,400,successful,1,US,400
Orn,Film & Video,08/06/2011 10:37,3000,09/05/2011 10:37,225,failed,3,US,225
Gas Station of Earthly Delights,Film & Video,12/06/2014 18:11,5500,13/05/2014 18:11,7221,undefined,0,"N,""0",
The Longest Anecdote Ever Told,Publishing,08/06/2012 18:32,8500,09/05/2012 18:32,1095,failed,4,US,1095
The New Kid - A Short Film,Film & Video,30/12/2011 05:14,5000,31/10/2011 04:14,5725,successful,46,US,5725
